max found 9.400199
  0	  1	+0.000	0
  1	  3	+0.913	1
  2	  2	-0.061	2
  3	253	+0.255	3
  4	253	-0.079	4
  5	  1	+0.060	5
  6	255	+0.137	6
  7	254	+0.091	7
  8	  3	+0.069	8
  9	  2	+0.097	9
 10	255	-0.112	10
 11	255	-0.142	11
 12	  0	+0.049	12
 13	  0	+0.016	13
 14	255	-0.008	14
 15	254	-0.077	15
 16	255	+0.176	16
 17	  1	-0.221	17
 18	  0	+0.089	18
 19	255	-0.070	19
 20	  0	+0.082	20
 21	  0	-0.100	21
 22	255	+0.202	22
 23	  1	+0.033	23
 24	  1	+0.038	24
 25	  0	-0.047	25
 26	255	-0.180	26
 27	254	-0.198	27
 28	253	+0.302	28
 29	255	-0.022	29
 30	  1	+0.198	30
 31	  2	-0.074	31
 32	  3	+0.033	32
 33	  1	-0.052	33
 34	255	+0.009	34
 35	  1	-0.100	35
 36	  0	+0.100	36
 37	254	-0.128	37
 38	254	-0.043	38
 39	254	-0.143	39
 40	254	+0.206	40
 41	  0	-0.023	41
 42	  0	+0.140	42
 43	  2	+0.128	43
 44	  3	-0.068	44
 45	  3	-0.118	45
 46	  1	-0.008	46
 47	255	-0.112	47
 48	254	-0.029	48
 49	255	+0.153	49
 50	255	+0.042	50
 51	255	-0.054	51
 52	  1	-0.139	52
 53	  2	-0.028	53
 54	255	-0.139	54
 55	  0	+0.037	55
 56	  1	+0.196	56
 57	255	-0.247	57
 58	255	-0.215	58
 59	  1	-0.101	59
 60	254	+0.008	60
 61	253	-0.065	61
 62	  0	+0.150	62
 63	  1	-0.035	63
 64	  1	+0.102	64
 65	  2	-0.094	65
 66	  2	+0.334	66
 67	  0	-0.035	67
 68	  1	+0.085	68
 69	254	-0.114	69
 70	252	+0.113	70
 71	255	-0.037	71
 72	255	+0.021	72
 73	  0	-0.140	73
 74	  3	-0.008	74
 75	  0	-0.091	75
 76	  0	+0.067	76
 77	  2	-0.026	77
 78	255	+0.139	78
 79	253	+0.025	79
 80	  1	-0.118	80
 81	  2	-0.078	81
 82	254	-0.124	82
 83	254	+0.048	83
 84	254	-0.076	84
 85	254	+0.042	85
 86	  2	-0.040	86
 87	  2	-0.170	87
 88	  2	+0.009	88
 89	  3	+0.033	89
 90	  0	-0.002	90
 91	254	+0.027	91
 92	255	+0.021	92
 93	255	-0.063	93
 94	255	+0.019	94
 95	  2	+0.030	95
 96	  1	-0.109	96
 97	  0	-0.143	97
 98	  1	-0.004	98
 99	  2	+0.057	99
100	  1	+0.065	100
101	  1	-0.055	101
102	  0	-0.120	102
103	253	+0.099	103
104	254	+0.160	104
105	255	+0.098	105
106	  0	-0.019	106
107	  1	-0.077	107
108	  3	-0.013	108
109	  2	+0.239	109
110	  1	+0.170	110
111	  0	-0.125	111
112	255	+0.005	112
113	255	-0.005	113
114	  0	-0.010	114
115	255	-0.158	115
116	254	+0.045	116
117	254	-0.016	117
118	  2	-0.134	118
119	  2	+0.190	119
120	  0	+0.161	120
121	  1	-0.172	121
122	  2	+0.241	122
123	254	-0.150	123
124	254	+0.065	124
125	  0	-0.131	125
126	255	-0.091	126
127	254	+0.190	127
128	  1	-0.230	128
129	  2	-0.182	129
130	  3	-0.081	130
131	  3	-0.017	131
132	  1	+0.098	132
133	255	+0.349	133
134	254	-0.093	134
135	  0	-0.079	135
136	254	+0.175	136
137	254	+0.132	137
138	  1	-0.000	138
139	  0	+0.018	139
140	  0	-0.093	140
141	  2	-0.108	141
142	  2	-0.127	142
143	  0	+0.182	143
144	  1	-0.045	144
145	  0	+0.219	145
146	254	+0.149	146
147	255	-0.235	147
148	254	-0.058	148
149	253	+0.421	149
150	255	+0.037	150
151	255	-0.035	151
152	  0	-0.052	152
153	  3	-0.044	153
154	  2	-0.244	154
155	  0	+0.162	155
156	  0	+0.118	156
157	  0	-0.411	157
158	254	+0.120	158
159	  0	+0.167	159
160	255	+0.276	160
161	255	-0.407	161
162	  2	-0.401	162
163	  2	+0.092	163
164	  0	+0.433	164
165	  1	+0.111	165
166	  0	+0.009	166
167	254	-0.091	167
168	  0	+0.013	168
169	  0	-0.427	169
170	253	+0.128	170
171	255	+0.044	171
172	  1	-0.166	172
173	255	-0.110	173
174	  0	-0.035	174
175	  2	+0.349	175
176	  3	-0.184	176
177	  1	-0.046	177
178	255	+0.181	178
179	254	-0.335	179
180	255	-0.099	180
181	254	-0.426	181
182	255	-0.187	182
183	255	-0.574	183
184	254	+0.420	184
185	  1	-0.776	185
186	  3	-1.000	186
187	  0	-0.011	187
188	  0	+0.073	188
189	  1	+0.821	189
190	255	+0.371	190
191	254	+0.230	191
192	255	+0.349	192
193	255	+0.196	193
194	  0	-0.092	194
195	  0	+0.076	195
196	255	+0.276	196
197	  1	-0.072	197
198	  0	+0.120	198
199	255	+0.088	199
200	  1	+0.264	200
201	  2	+0.138	201
202	254	+0.084	202
203	255	-0.079	203
204	  0	+0.076	204
205	255	-0.042	205
206	  1	-0.158	206
207	  3	+0.008	207
208	  1	+0.107	208
209	  2	+0.035	209
210	  3	+0.080	210
211	253	+0.183	211
212	255	+0.178	212
213	  0	-0.005	213
214	255	+0.069	214
215	  1	-0.061	215
216	  2	-0.215	216
217	  0	+0.213	217
218	  0	-0.266	218
219	  0	-0.087	219
220	255	+0.011	220
221	255	-0.234	221
222	  1	+0.273	222
223	255	-0.330	223
224	  1	+0.179	224
225	  1	-0.306	225
226	255	-0.008	226
227	  0	+0.059	227
228	  1	+0.191	228
229	  1	-0.049	229
230	  1	-0.036	230
231	255	+0.017	231
232	255	-0.140	232
233	  0	+0.166	233
234	255	+0.063	234
235	254	-0.067	235
236	255	-0.060	236
237	  1	+0.079	237
238	  2	-0.037	238
239	  2	-0.029	239
240	254	-0.058	240
241	255	+0.249	241
242	  2	+0.189	242
243	  0	-0.248	243
244	254	+0.047	244
245	255	-0.093	245
246	254	-0.027	246
247	254	+0.025	247
248	  3	+0.012	248
249	  1	-0.091	249
250	  2	+0.068	250
251	  4	+0.110	251
252	  2	-0.170	252
253	254	-0.195	253
254	255	+0.249	254
255	254	-0.254	255
256	254	+0.615	256
257	  0	-0.133	257
258	255	+0.309	258
259	255	-0.040	259
260	  2	+0.069	260
261	  0	-0.023	261
262	254	+0.074	262
263	  2	-0.336	263
264	  1	+0.078	264
265	  0	+0.291	265
266	  1	+0.050	266
267	254	-0.053	267
268	253	-0.322	268
269	254	+0.075	269
